2010, 2, 210697705.0
2010, 1, 214631686.0
2009, 12, 196563179.0
2009, 11, 235501898.0
2009, 10, 225902171.0
2009, 9, 241356966.0
2009, 8, 222288289.0
2009, 7, 116297268.0
2009, 6, 213360284.0
2009, 5, 162089346.0
2009, 4, 217539563.0
2009, 3, 253085769.0
2009, 2, 160108685.0
2009, 1, 215827725.0
2008, 12, 182235041.0
2008, 11, 130939934.0
2008, 10, 123971532.0
2008, 9, 143691996.0
2008, 8, 174860035.0
2008, 7, 199723654.0
2008, 6, 226640803.0
2008, 5, 146020976.0
2008, 4, 155136718.0
2008, 3, 146962641.0
2008, 2, 85343719.0
2008, 1, 144510203.0
2007, 12, 245938487.0
2007, 11, 185472167.0
2007, 10, 169841873.0
2007, 9, 155886038.0
2007, 8, 344977056.0
2007, 7, 234522526.0
2007, 6, 170387361.0
2007, 5, 219579350.0
2007, 4, 179085750.0
2007, 3, 157359628.0
2007, 2, 161980080.0
2007, 1, 163802046.0
2006, 12, 230659210.0
2006, 11, 181098864.0
2006, 10, 133909285.0
2006, 9, 204254833.0
2006, 8, 142887896.0
2006, 7, 219947701.0
2006, 6, 162324194.0
2006, 5, 236465481.0
2006, 4, 189040278.0
2006, 3, 186758256.0
2006, 2, 197415411.0
2006, 1, 179156005.0
2005, 12, 151151002.0
2005, 11, 164311128.0
2005, 10, 168573775.0
2005, 9, 193792637.0
2005, 8, 189747054.0
2005, 7, 82721531.0
2005, 6, 180176290.0
2005, 5, 183722345.0
2005, 4, 179197855.0
2005, 3, 173636516.0
2005, 2, 212608989.0
2005, 1, 217791374.0
2004, 12, 155047345.0
2004, 11, 220311056.0
2004, 10, 204324370.0
2004, 9, 222219062.0
2004, 8, 113007587.0
2004, 7, 267979035.0
2004, 6, 274983438.0
2004, 5, 105516930.0
2004, 4, 146368031.0
2004, 3, 187912302.0
2004, 2, 190910392.0
2004, 1, 203772176.0
2003, 12, 194563510.0
2003, 11, 138091998.0
2003, 10, 225468735.0
2003, 9, 118102376.0
2003, 8, 242873791.0
2003, 7, 142777754.0
2003, 6, 282835205.0
2003, 5, 259273590.0
2003, 4, 182972797.0
2003, 3, 165589574.0
2003, 2, 248929510.0
2003, 1, 170598158.0
2002, 12, 260732602.0
2002, 11, 223842048.0
2002, 10, 165319028.0
2002, 9, 147848862.0
2002, 8, 211532074.0
2002, 7, 274547941.0
2002, 6, 189605028.0
2002, 5, 130728013.0
2002, 4, 150984889.0
2002, 3, 173296713.0
2002, 2, 194186864.0
2002, 1, 242807940.0
2001, 12, 283890170.0
2001, 11, 189964516.0
2001, 10, 128603538.0
2001, 9, 126046557.0
2001, 8, 216441389.0
2001, 7, 180439701.0
2001, 6, 151053294.0
2001, 5, 243848439.0
2001, 4, 191472155.0
2001, 3, 163352403.0
2001, 2, 129326218.0
2001, 1, 265293482.0
2000, 12, 175165215.0
2000, 11, 185362229.0
2000, 10, 239274572.0
2000, 9, 184549326.0
2000, 8, 120074940.0
2000, 7, 195353968.0
2000, 6, 157224931.0
2000, 5, 235591208.0
2000, 4, 180475796.0
2000, 3, 229243498.0
2000, 2, 156540477.0
2000, 1, 201016749.0
1999, 12, 156388417.0
1999, 11, 157351524.0
1999, 10, 271313082.0
1999, 9, 230162755.0
1999, 8, 195309421.0
1999, 7, 178163278.0
1999, 6, 174807538.0
1999, 5, 131573839.0
1999, 4, 236921411.0
1999, 3, 231444402.0
1999, 2, 163184653.0
1999, 1, 320886910.0
1998, 12, 183691493.0
1998, 11, 115528181.0
1998, 10, 233980983.0
1998, 9, 177024805.0
1998, 8, 229723089.0
1998, 7, 129890963.0
1998, 6, 205621661.0
1998, 5, 185597194.0
1998, 4, 177653814.0
1998, 3, 176705384.0
1998, 2, 209316581.0
1998, 1, 162612630.0
1997, 12, 170648011.0
1997, 11, 162361610.0
1997, 10, 151429300.0
1997, 9, 190083824.0
1997, 8, 194501910.0
1997, 7, 213908703.0
1997, 6, 205799705.0
1997, 5, 304349056.0
1997, 4, 257354928.0
1997, 3, 174577431.0
1997, 2, 136300090.0
1997, 1, 181155979.0
1996, 12, 216909090.0
1996, 11, 158776060.0
1996, 10, 252329886.0
1996, 9, 193897578.0
1996, 8, 168871157.0
1996, 7, 154386707.0
1996, 6, 206204520.0
1996, 5, 171985445.0
1996, 4, 317898549.0
1996, 3, 147947523.0
1996, 2, 132380429.0
1996, 1, 159955158.0
1995, 12, 279610422.0
1995, 11, 196310601.0
1995, 10, 211279148.0
1995, 9, 187727116.0
1995, 8, 95406765.0
1995, 7, 83099501.0
1995, 6, 187301626.0
1995, 5, 230770763.0
1995, 4, 173883071.0
1995, 3, 202128567.0
1995, 2, 194736408.0
1995, 1, 232288664.0
1994, 12, 272743854.0
1994, 11, 188403157.0
1994, 10, 257710566.0
1994, 9, 161891840.0
1994, 8, 237655772.0
1994, 7, 136225579.0
1994, 6, 167091864.0
1994, 5, 217000784.0
1994, 4, 158592754.0
1994, 3, 242832833.0
1994, 2, 101440157.0
1994, 1, 369336658.0
1993, 12, 157560540.0
1993, 11, 181179430.0
1993, 10, 179856932.0
1993, 9, 276763558.0
1993, 8, 156324785.0
1993, 7, 232710911.0
1993, 6, 247873826.0
1993, 5, 153532099.0
1993, 4, 236729181.0
1993, 3, 159347661.0
1993, 2, 244949720.0
1993, 1, 117050729.0
1992, 12, 190845170.0
1992, 11, 162197120.0
1992, 10, 168516629.0
1992, 9, 176016882.0
1992, 8, 226654460.0
1992, 7, 237228216.0
1992, 6, 195642237.0
1992, 5, 182505451.0
1992, 4, 206318535.0
1992, 3, 186432361.0
1992, 2, 185969847.0
1992, 1, 183801803.0
1991, 12, 219291672.0
1991, 11, 241933299.0
1991, 10, 169772136.0
1991, 9, 237488387.0
1991, 8, 193053228.0
1991, 7, 256009480.0
1991, 6, 213609639.0
1991, 5, 150831913.0
1991, 4, 241156688.0
1991, 3, 145122603.0
1991, 2, 185170213.0
1991, 1, 253652156.0
1990, 12, 157734798.0
1990, 11, 180081084.0
1990, 10, 231116567.0
1990, 9, 189127970.0
1990, 8, 166630122.0
1990, 7, 292777905.0
1990, 6, 173218903.0
1990, 5, 199025678.0
1990, 4, 226613564.0
1990, 3, 145714993.0
1990, 2, 144710913.0
1990, 1, 114191321.0
1989, 12, 224862242.0
1989, 11, 239015938.0
1989, 10, 193672380.0
1989, 9, 124698604.0
1989, 8, 215940408.0
1989, 7, 257265485.0
1989, 6, 102476170.0
1989, 5, 195813935.0
1989, 4, 125381367.0
1989, 3, 263712792.0
1989, 2, 142417545.0
1989, 1, 103194452.0
1988, 12, 115849630.0
1988, 11, 226810313.0
1988, 10, 189507389.0
1988, 9, 215063700.0
1988, 8, 253216419.0
1988, 7, 127024916.0
1988, 6, 194094272.0
1988, 5, 168590659.0
1988, 4, 197785699.0
1988, 3, 117973571.0
1988, 2, 165277867.0
1988, 1, 192506975.0
1987, 12, 175739919.0
1987, 11, 241249038.0
1987, 10, 150353110.0
1987, 9, 116152862.0
1987, 8, 180240848.0
1987, 7, 129003384.0
1987, 6, 91858178.0
1987, 5, 216436717.0
1987, 4, 222691849.0
1987, 3, 103135851.0
1987, 2, 165608828.0
1987, 1, 197317919.0
1986, 12, 143127682.0
1986, 11, 194316039.0
1986, 10, 211474755.0
1986, 9, 207102431.0
1986, 8, 224114787.0
1986, 7, 183968867.0
1986, 6, 201119704.0
1986, 5, 218890198.0
1986, 4, 184245569.0
1986, 3, 118804501.0
1986, 2, 199527088.0
1986, 1, 161327082.0
1985, 12, 236348794.0
1985, 11, 131861169.0
1985, 10, 61999552.0
1985, 9, 206841768.0
1985, 8, 181416760.0
1985, 7, 108557014.0
1985, 6, 137746100.0
1985, 5, 179411826.0
1985, 4, 222827491.0
1985, 3, 159417391.0
1985, 2, 125851733.0
1985, 1, 229944803.0
1984, 12, 157424599.0
1984, 11, 139231852.0
1984, 10, 230162383.0
1984, 9, 160991118.0
1984, 8, 174758283.0
1984, 7, 229839451.0
1984, 6, 128120217.0
1984, 5, 216075743.0
1984, 4, 200793890.0
1984, 3, 135559727.0
1984, 2, 141667396.0
1984, 1, 245309331.0
1983, 12, 164884257.0
1983, 11, 194843980.0
1983, 10, 145044822.0
1983, 9, 199178406.0
1983, 8, 207985680.0
1983, 7, 253955762.0
1983, 6, 222430286.0
1983, 5, 155012982.0
1983, 4, 122906795.0
1983, 3, 211352659.0
1983, 2, 152577516.0
1983, 1, 151690744.0
1982, 12, 200108605.0
1982, 11, 108980828.0
1982, 10, 272182376.0
1982, 9, 136351183.0
1982, 8, 138175862.0
1982, 7, 186267124.0
1982, 6, 114447557.0
1982, 5, 192625806.0
1982, 4, 141333435.0
1982, 3, 144674220.0
1982, 2, 208034354.0
1982, 1, 165088440.0
1981, 12, 230565033.0
1981, 11, 234985854.0
1981, 10, 168902918.0
1981, 9, 220497286.0
1981, 8, 183950500.0
1981, 7, 191714535.0
1981, 6, 208769352.0
1981, 5, 176873378.0
1981, 4, 126829306.0
1981, 3, 259461006.0
1981, 2, 265973869.0
1981, 1, 193664344.0
1980, 12, 165694519.0
1980, 11, 171411098.0
1980, 10, 230857889.0
1980, 9, 278319363.0
1980, 8, 223309845.0
1980, 7, 190636695.0
1980, 6, 162754085.0
1980, 5, 159368889.0
1980, 4, 114471572.0
1980, 3, 195421029.0
1980, 2, 77951390.0
1980, 1, 273095659.0
1979, 12, 256323656.0
1979, 11, 199234471.0
1979, 10, 124864970.0
1979, 9, 247135563.0
1979, 8, 284881019.0
1979, 7, 248997311.0
1979, 6, 145500744.0
1979, 5, 283115142.0
1979, 4, 205698995.0
1979, 3, 168473120.0
1979, 2, 132238484.0
1979, 1, 237219131.0
1978, 12, 159989649.0
1978, 11, 133113326.0
1978, 10, 257236262.0
1978, 9, 252774080.0
1978, 8, 218954217.0
1978, 7, 221137644.0
1978, 6, 211082001.0
1978, 5, 192089784.0
1978, 4, 243943116.0
1978, 3, 126232755.0
1978, 2, 152753014.0
1978, 1, 147748399.0
1977, 12, 263802781.0
1977, 11, 188187085.0
1977, 10, 146028744.0
1977, 9, 155579364.0
1977, 8, 160442511.0
1977, 7, 140092611.0
1977, 6, 189972773.0
1977, 5, 193089198.0
1977, 4, 119953925.0
1977, 3, 125961912.0
1977, 2, 113263364.0
1977, 1, 186109428.0
1976, 12, 179816093.0
1976, 11, 307964491.0
1976, 10, 202265502.0
1976, 9, 186407854.0
1976, 8, 242292292.0
1976, 7, 259291148.0
1976, 6, 206890373.0
1976, 5, 200513870.0
1976, 4, 138386454.0
1976, 3, 206598308.0
1976, 2, 205014891.0
1976, 1, 184538523.0
1975, 12, 187184703.0
1975, 11, 251551938.0
1975, 10, 94642834.0
1975, 9, 128458163.0
1975, 8, 209469224.0
1975, 7, 239560395.0
1975, 6, 203691963.0
1975, 5, 163810582.0
1975, 4, 118642320.0
1975, 3, 223029948.0
1975, 2, 183203086.0
1975, 1, 126727775.0
1974, 12, 187542059.0
1974, 11, 202927030.0
1974, 10, 180152524.0
1974, 9, 160352516.0
1974, 8, 211610570.0
1974, 7, 203424686.0
1974, 6, 130159488.0
1974, 5, 194548036.0
1974, 4, 117423512.0
1974, 3, 188860371.0
1974, 2, 159367389.0
1974, 1, 146912591.0
1973, 12, 258606425.0
1973, 11, 174165513.0
1973, 10, 113334069.0
1973, 9, 201865086.0
1973, 8, 221032410.0
1973, 7, 270666889.0
1973, 6, 124495838.0
1973, 5, 188647820.0
1973, 4, 117248676.0
1973, 3, 297308167.0
1973, 2, 158958511.0
1973, 1, 307486559.0
1972, 12, 236194511.0
1972, 11, 126019494.0
1972, 10, 205926969.0
1972, 9, 139056677.0
1972, 8, 206635345.0
1972, 7, 205195897.0
1972, 6, 122727525.0
1972, 5, 130329762.0
1972, 4, 231948472.0
1972, 3, 215884018.0
1972, 2, 155780913.0
1972, 1, 186783538.0
1971, 12, 158320505.0
1971, 11, 207330022.0
1971, 10, 212146783.0
1971, 9, 194665893.0
1971, 8, 168182634.0
1971, 7, 216234889.0
1971, 6, 254418493.0
1971, 5, 170681244.0
1971, 4, 193503822.0
1971, 3, 158942097.0
1971, 2, 165541768.0
1971, 1, 111315850.0
1970, 12, 191178489.0
1970, 11, 185559962.0
1970, 10, 153375851.0
1970, 9, 128539405.0
1970, 8, 201599681.0
1970, 7, 264361384.0
1970, 6, 237339039.0
1970, 5, 187304791.0
1970, 4, 149023185.0
1970, 3, 337642992.0
1970, 2, 145778915.0
1970, 1, 251049188.0
